Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
1501+,University of Basrah,Iraq,9.7–22.7,23.4,7.8,14.6,16.2,26.1
1501+,University of Batna 2,Algeria,9.7–22.7,17.5,7.9,12.2,15.9,30.4
1501+,University of Béjaïa,Algeria,9.7–22.7,13.8,8.3,14.4,20.9,44.9
1501+,Belgorod State National Research University,Russian Federation,9.7–22.7,23.4,13.7,10.6,34.1,42.3
1501+,Benemérita Universidad Autónoma de Puebla,Mexico,9.7–22.7,15.6,9.5,17.1,19.4,37.7
1501+,University of Benin,Nigeria,9.7–22.7,15.5,5.7,35,16.4,34.7
1501+,Bernardo O’Higgins University,Chile,9.7–22.7,13.9,10.3,10.7,20.9,54
1501+,Bharath Institute of Higher Education and Research,India,9.7–22.7,21.1,7.3,30.2,21.2,35.9
1501+,Bharati Vidyapeeth University,India,9.7–22.7,24.8,9.4,13.5,30.4,18.8
1501+,Bialystok University of Technology,Poland,9.7–22.7,23,14.9,23.1,20.6,24.3
1501+,Bilecik ?eyh Edebali University,Turkey,9.7–22.7,14.5,9.5,22.8,17.8,32
1501+,University of Bío-Bío,Chile,9.7–22.7,12.9,12.8,13.9,19.1,46.7
1501+,University of Birjand,Iran,9.7–22.7,11.1,9.5,26.7,16.8,26.2
1501+,University of Biskra,Algeria,9.7–22.7,16.3,8.6,19.3,15.9,38.1
1501+,Blida 1 University,Algeria,9.7–22.7,19.6,8.6,14.9,16.7,36.8
1501+,Bolu Abant Izzet Baysal University,Turkey,9.7–22.7,15.6,9.3,29.2,17.4,32.4
1501+,Bozok University,Turkey,9.7–22.7,16.1,9.4,30.3,16.9,28.9
1501+,University of Brawijaya,Indonesia,9.7–22.7,20.5,9.9,17.2,20.4,25.7
1501+,Burapha University,Thailand,9.7–22.7,16,9.8,10.3,20.9,27.6
1501+,Bursa Technical University,Turkey,9.7–22.7,13.7,9.4,30.4,18.5,29.7
1501+,Bursa Uluda? University,Turkey,9.7–22.7,18.8,10.4,20,31,32.3
1501+,University of Caldas,Colombia,9.7–22.7,10.1,11,9,53.2,32.2
1501+,Çank?r? Karatekin University,Turkey,9.7–22.7,12.5,9.5,22.7,15.6,41
1501+,Catholic University of Brasília,Brazil,9.7–22.7,15.4,10.5,11.7,19,35.7
1501+,Catholic University of the North,Chile,9.7–22.7,14.2,15.2,29,18.2,58
1501+,Universidad Católica del Maule,Chile,9.7–22.7,13.4,13.4,19.3,15.8,57.5
1501+,Universidad Católica de la Santísima Concepción,Chile,9.7–22.7,13.2,14.9,22.9,16.9,48.9
1501+,University of Caxias do Sul,Brazil,9.7–22.7,15.9,9.4,11.8,22.3,21.6
1501+,Ceará State University,Brazil,9.7–22.7,21.1,11.4,8.9,17.9,20.2
1501+,Manisa Celal Bayar University,Turkey,9.7–22.7,14.9,5.2,21.6,16.7,22
1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,9.7–22.7,12.4,9.7,18.2,16.7,30.6
1501+,CES University,Colombia,9.7–22.7,19.2,9.1,5.8,16.4,37.1
1501+,Chaoyang University of Technology,Taiwan,9.7–22.7,14.1,18.2,28.2,47,38.9
1501+,College of Charleston,United States,9.7–22.7,17.4,7.9,30.4,23.2,29.8
1501+,Chelyabinsk State University,Russian Federation,9.7–22.7,12.3,10.7,10.7,17,25.9
1501+,Chiba Institute of Technology,Japan,9.7–22.7,14.8,8.8,13,26.1,20.9
1501+,Chinese Culture University,Taiwan,9.7–22.7,13.9,10,16.8,26.1,29.8
1501+,Université Chouaïb Doukkali,Morocco,9.7–22.7,13.4,10.8,28.8,18.9,26.7
1501+,Chubu University,Japan,9.7–22.7,17.1,11.9,15.9,33.4,34.1
1501+,Chuo University,Japan,9.7–22.7,18.7,12.7,15.5,27.2,30.4
1501+,University of Colima,Mexico,9.7–22.7,21.6,8,12.4,20,31.6
1501+,Comillas Pontifical University,Spain,9.7–22.7,18.3,15.7,26.3,31.4,44.2
1501+,Communication University of China,China,9.7–22.7,27.5,17.3,15.5,37.6,23.4
1501+,Cracow University of Technology,Poland,9.7–22.7,21.2,10.7,30.4,28.2,27.3
1501+,University of Craiova,Romania,9.7–22.7,18.3,11.5,25.2,18.4,24
1501+,Damghan University,Iran,9.7–22.7,17.7,11.4,27,17.9,27.9
1501+,University of Dar es Salaam,Tanzania,9.7–22.7,14.4,10.3,28.2,21.7,49.5
1501+,De La Salle University,Philippines,9.7–22.7,19.6,12.8,31.3,17.4,29.3
1501+,University for Development Studies,Ghana,9.7–22.7,11.1,9.9,31.1,18.9,51.5
1501+,Dicle University,Turkey,9.7–22.7,30.3,16.9,12.7,53,21.9
1501+,Diponegoro University,Indonesia,9.7–22.7,27.1,15.4,19.1,42.9,35.1
1501+,Dokkyo Medical University,Japan,9.7–22.7,26.7,10.3,22,37.9,19.1
1501+,Doshisha University,Japan,9.7–22.7,17.9,10.9,11.1,30.7,35.5
1501+,Dumlupinar University,Turkey,9.7–22.7,10.9,7.8,23.3,19.8,38.5
1501+,Dunarea de Jos University of Galati,Romania,9.7–22.7,19.8,9.2,17.5,16.4,46.1
1501+,EAFIT University,Colombia,9.7–22.7,17,11,16.5,16.5,44.7
1501+,El Bosque University,Colombia,9.7–22.7,23.7,9.3,20,16.9,46.6
1501+,Erzincan Binali Y?ld?r?m University,Turkey,9.7–22.7,12,8.7,37.6,16.6,23.7
1501+,Escuela Politécnica Nacional,Ecuador,9.7–22.7,18.2,9.4,29,18.6,52.1
1501+,Eski?ehir Osmangazi University,Turkey,9.7–22.7,21.5,16.6,20.5,19.2,27
1501+,Universidade do Estado de Santa Catarina,Brazil,9.7–22.7,26.5,11,15.7,17,21.2
1501+,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,9.7–22.7,21.1,10.9,21.6,22.3,34.5
1501+,Universidade Estadual de Maringá,Brazil,9.7–22.7,28.9,13.8,20.2,21.2,22
1501+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,9.7–22.7,27.6,9.8,7.4,17.2,20.4
1501+,"Federal University of Agriculture, Abeokuta",Nigeria,9.7–22.7,15.6,8,24.5,17,31.4
1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,9.7–22.7,21.2,12.8,25.1,21.2,26.1
1501+,Federal University of Itajubá,Brazil,9.7–22.7,17.7,9.6,21.3,20.5,28
1501+,Universidade Federal de Juiz de Fora,Brazil,9.7–22.7,18.5,12.1,27.5,18.6,29.8
1501+,Universidade Federal do Maranhão (UFMA),Brazil,9.7–22.7,15.2,10.3,14.5,18.7,23.2
1501+,Federal University of Mato Grosso do Sul,Brazil,9.7–22.7,21.4,11.7,22.3,33,28.9
1501+,Universidade Federal de Ouro Preto (UFOP),Brazil,9.7–22.7,22.1,12,20.7,25.5,24.7
1501+,Federal University of Pará,Brazil,9.7–22.7,22.6,11.7,21.3,21.7,26.8
1501+,Federal Rural University of Pernambuco,Brazil,9.7–22.7,25,11,19.1,20,23.4
1501+,Universidade Federal Rural do Semi-Arido,Brazil,9.7–22.7,19.1,9,5.7,16.6,18.3
1501+,Universidade Federal de Sergipe,Brazil,9.7–22.7,17,10.4,36.4,18.1,28.1
1501+,Fluminense Federal University,Brazil,9.7–22.7,21,13.1,27.8,22.5,30.8
1501+,University of Fortaleza (UNIFOR),Brazil,9.7–22.7,14.3,9.4,33.6,16.9,37.8
1501+,Université Frères Mentouri Constantine 1,Algeria,9.7–22.7,20.2,8.1,13.5,18.2,38.3
1501+,Universidad de las Fuerzas Armadas – ESPE,Ecuador,9.7–22.7,15.9,8.6,11.6,16.3,40.6
1501+,University of Fukui,Japan,9.7–22.7,26,12.4,16.4,37.9,26.5
1501+,Fukuoka University,Japan,9.7–22.7,23.5,9.7,17.9,37.1,24.4
1501+,Université de Gabès,Tunisia,9.7–22.7,20.8,9.4,28.9,16.7,42.8
1501+,Gaziantep University,Turkey,9.7–22.7,15.6,10.8,33,20.1,39.5
1501+,Georgian Technical University,Georgia,9.7–22.7,32.4,9.3,22.2,16.1,40.8
1501+,German University in Cairo,Egypt,9.7–22.7,18.6,8.7,34,16.8,48.6
1501+,Gheorghe Asachi Technical University of Ia?i,Romania,9.7–22.7,15.9,9.6,23.2,26.2,32.1
1501+,GITAM University,India,9.7–22.7,19.6,9.3,20.8,19,25.2
1501+,Goa University,India,9.7–22.7,32.1,12.4,23,18.6,24.1
1501+,Grigore T. Popa University of Medicine and Pharmacy,Romania,9.7–22.7,22.5,10.1,18.9,22.5,42.1
1501+,University of Guadalajara,Mexico,9.7–22.7,16.3,8.8,13.7,18,31.2
1501+,University of Guanajuato,Mexico,9.7–22.7,16.2,9.3,13.4,20.5,36.4
1501+,Gubkin Russian State University of Oil and Gas,Russian Federation,9.7–22.7,23.4,10.5,12.5,38.2,26.8
1501+,Hanoi University of Science and Technology,Vietnam,9.7–22.7,15.7,15.7,27.4,43.4,39.7
1501+,Hasanuddin University,Indonesia,9.7–22.7,18.8,11.2,25.8,27.5,19.8
1501+,Université Hassan 1er,Morocco,9.7–22.7,24.9,10.3,19.2,16.6,23.6
1501+,Hassiba Benbouali University of Chlef,Algeria,9.7–22.7,15.5,12.3,20.7,32.7,41.9
1501+,University of Havana,Cuba,9.7–22.7,28.1,11.8,10.8,33.9,53
1501+,Hellenic Open University,Greece,9.7–22.7,22.4,8.5,34.2,15.8,26.2
1501+,Herzen State Pedagogical University of Russia,Russian Federation,9.7–22.7,20.2,11.5,9.8,17.6,39.2
1501+,Hindustan Institute of Technology and Science,India,9.7–22.7,21.9,9.3,33.6,16.3,23.4
1501+,Hitit University,Turkey,9.7–22.7,15.2,9.8,15.1,16.5,22.8
1501+,Hosei University,Japan,9.7–22.7,15.2,11,34,23.9,38.3
1501+,Hue University,Vietnam,9.7–22.7,13.3,8.7,16.4,16.2,49.2
1501+,University of Hyogo,Japan,9.7–22.7,22.5,13.2,11.8,56.5,24.6
1501+,Ibaraki University,Japan,9.7–22.7,18.9,12.5,12.2,36.9,27.4
1501+,Universidad Industrial de Santander (UIS),Colombia,9.7–22.7,14.4,12.2,11.6,31.5,38
1501+,Industrial University of Tyumen,Russian Federation,9.7–22.7,19.5,8.4,14,18.3,23.1
1501+,Inönü University,Turkey,9.7–22.7,17.8,9.4,21.5,18,21.1
1501+,Instituto Politécnico Nacional (IPN),Mexico,9.7–22.7,20.7,9.9,14.5,26.7,25.5
1501+,International Hellenic University,Greece,9.7–22.7,9.6,9.4,36.5,20.1,30.7
1501+,Irkutsk National Research Technical University,Russian Federation,9.7–22.7,21.7,9.6,23.4,24.2,33.8
1501+,Irkutsk State University,Russian Federation,9.7–22.7,18.6,11.5,9.1,18.9,28.1
1501+,Islamic University of Indonesia,Indonesia,9.7–22.7,15.8,9.7,12.5,17.3,35.5
1501+,Istanbul Ayd?n University,Turkey,9.7–22.7,17,9.2,32.3,15.8,56.9
1501+,Istanbul Medipol University,Turkey,9.7–22.7,14.6,10.6,33.3,20.6,44
1501+,Ivane Javakhishvili Tbilisi State University,Georgia,9.7–22.7,15.9,11.3,22.2,18,46.7
1501+,Ivanovo State University of Chemistry and Technology,Russian Federation,9.7–22.7,16.4,9.7,7,21.3,25
1501+,Iwate University,Japan,9.7–22.7,22.3,11.2,12.6,38.5,28.2
1501+,Izmir University of Economics,Turkey,9.7–22.7,16.7,11.2,36.7,26.2,32.5
1501+,Jan Evangelista Purkyn? University,Czech Republic,9.7–22.7,16.1,13.6,15.3,18,38.2
1501+,Jan Kochanowski University in Kielce,Poland,9.7–22.7,21.3,12.3,11.9,18.4,27.9
1501+,Jean Moulin University – Lyon 3,France,9.7–22.7,14.3,13.6,13.6,27.5,60.8
1501+,Jember University,Indonesia,9.7–22.7,11.1,9.1,23,18.1,21.3
1501+,Jianghan University,China,9.7–22.7,16.7,9.2,27.6,33.6,22
1501+,University of Jijel,Algeria,9.7–22.7,12.8,8.8,12.7,16,37.5
1501+,Kanagawa University,Japan,9.7–22.7,17.6,8.3,11.4,24.4,38.7
1501+,Kanazawa Medical University,Japan,9.7–22.7,26.6,10.2,17.3,29.7,21.2
1501+,Kansai University,Japan,9.7–22.7,20.2,8.3,7.3,25.5,33.4
1501+,University of Karachi,Pakistan,9.7–22.7,14.1,10.6,19.5,24.5,44.4
1501+,Karadeniz Technical University,Turkey,9.7–22.7,19.3,10.1,27.8,22.4,22.7
1501+,Université Kasdi Merbah Ouargla,Algeria,9.7–22.7,20,8.6,16,17.3,29.4
1501+,Kasetsart University,Thailand,9.7–22.7,18.1,12.6,23.5,25.7,33.8
1501+,Kastamonu University,Turkey,9.7–22.7,11.6,11.6,35.8,15.9,35.5
1501+,Kazan National Research Technical University,Russian Federation,9.7–22.7,18.8,10.8,24.9,42.6,31.7
1501+,Kazan National Research Technological University,Russian Federation,9.7–22.7,21.9,8.8,12.4,36.1,35.4
1501+,Kazan State Medical University,Russian Federation,9.7–22.7,40.5,10.3,7.3,17.1,45.2
1501+,University of Kelaniya,Sri Lanka,9.7–22.7,16.8,8.1,12,17.2,36.2
1501+,Kemerovo State University,Russian Federation,9.7–22.7,14.9,10.1,8.6,18.2,24.3
1501+,University of Kerbala,Iraq,9.7–22.7,18.3,7.7,10.7,15.8,22.6
1501+,King Mongkut’s Institute of Technology Ladkrabang,Thailand,9.7–22.7,16.5,22.9,19.2,55,30.7
1501+,Kirikkale University,Turkey,9.7–22.7,14.3,18.8,17.2,20.3,18.8
1501+,K?r?ehir Ahi Evran University,Turkey,9.7–22.7,11.8,9.8,18.4,16.5,37.3
1501+,Kocaeli University,Turkey,9.7–22.7,14.3,9.7,22.1,23.7,25.8
1501+,Kochi University,Japan,9.7–22.7,24.7,12.3,21.8,41.5,26.8
1501+,Kochi University of Technology,Japan,9.7–22.7,17.6,15.6,15.9,68.4,39.1
1501+,Kogakuin University,Japan,9.7–22.7,16.8,11.3,26.3,32.7,25
1501+,Kookmin University,South Korea,9.7–22.7,24.5,14.3,20.1,37,36.1
1501+,Universiti Kuala Lumpur,Malaysia,9.7–22.7,23.6,9,24.3,25.5,43.7
1501+,University of Kufa,Iraq,9.7–22.7,20,8.7,18,16.7,29.5
1501+,Kwansei Gakuin University,Japan,9.7–22.7,15.7,9.5,15.4,20.7,40.9
1501+,Kyoto Sangyo University,Japan,9.7–22.7,14.3,9.1,14.9,22.4,44.8
1501+,Ladoke Akintola University of Technology,Nigeria,9.7–22.7,16.2,11.1,28,32,32.5
1501+,University of Laghouat,Algeria,9.7–22.7,14,8.6,17.2,15.9,39.7
1501+,Lagos State University,Nigeria,9.7–22.7,12.9,9.3,25.3,16,41.9
1501+,Lahore College for Women University (LCWU),Pakistan,9.7–22.7,16.5,9.6,37.6,16.1,40.6
1501+,University of Lampung,Indonesia,9.7–22.7,17.1,8.1,26.3,16.8,18.4
1501+,Latvia University of Life Sciences and Technologies,Latvia,9.7–22.7,16.3,17.3,15.8,30.5,24.1
1501+,University of Life Sciences in Lublin,Poland,9.7–22.7,20.2,11.7,30.3,19.1,20.7
1501+,L.N. Gumilyov Eurasian National University,Kazakhstan,9.7–22.7,21.9,11.6,21.1,15.7,54.2
1501+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,9.7–22.7,31.8,13.4,14.7,32.7,38.5
1501+,University of ?ód?,Poland,9.7–22.7,20.6,15.6,28.8,19.2,35.5
1501+,Londrina State University,Brazil,9.7–22.7,30.3,16.1,19.6,34.8,23.9
1501+,University of Los Lagos,Chile,9.7–22.7,15.9,14.1,25.8,16,49.5
1501+,Lucian Blaga University of Sibiu,Romania,9.7–22.7,18.5,14,29.7,16.8,28.4
1501+,University of Lucknow,India,9.7–22.7,28.4,10.3,26.5,18,23.1
1501+,University of Macerata (UNIMC),Italy,9.7–22.7,16.2,18.1,24.6,15.6,37.3
1501+,Mackenzie Presbyterian University,Brazil,9.7–22.7,17.4,10.8,12.4,20.7,28.7
1501+,Mahasarakham University,Thailand,9.7–22.7,18.8,8.5,10.5,17,25
1501+,Universiti Malaysia Kelantan,Malaysia,9.7–22.7,16.1,13,32.6,16.2,41.9
1501+,Maria Curie-Sk?odowska University (UMCS),Poland,9.7–22.7,21.6,19.3,22.4,22.7,33.4
1501+,Marmara University,Turkey,9.7–22.7,17,11.7,31.9,26.9,30.7
1501+,University of Mascara,Algeria,9.7–22.7,13.7,7.5,31.4,16.1,43.2
1501+,Matej Bel University,Slovakia,9.7–22.7,19.4,13.9,15.5,16.4,40.7
1501+,Universidad Mayor,Chile,9.7–22.7,18.6,9.1,28.7,16,49.5
1501+,Meiji University,Japan,9.7–22.7,16.3,12.1,13.5,40.8,31.4
1501+,Meijo University,Japan,9.7–22.7,14.5,12.1,11.6,42.8,27.3
1501+,Mendeleev University of Chemical Technology,Russian Federation,9.7–22.7,19.6,14.1,14.3,43.4,23.6
1501+,M’Hamed Bougara University of Boumerdès,Algeria,9.7–22.7,15.2,8.1,21.3,16.3,32.7
1501+,Middle Technical University,Iraq,9.7–22.7,9.4,7.5,23.7,16.9,26.8
1501+,Ming Chuan University,Taiwan,9.7–22.7,13.4,12,22.6,51,38.4
1501+,MIREA - Russian Technological University,Russian Federation,9.7–22.7,15,11.7,8.6,48.1,22.2
1501+,University of Miskolc,Hungary,9.7–22.7,25.6,13.4,16.1,21.7,31.7
1501+,University of Miyazaki,Japan,9.7–22.7,27.4,11.8,24.3,44,27.8
1501+,University Mohamed Boudiaf of M’Sila,Algeria,9.7–22.7,18.1,9.2,10.3,17.9,34.3
1501+,Université Mohammed Premier,Morocco,9.7–22.7,19.2,9.9,33.6,16.4,35.1
1501+,University of Montenegro,Montenegro,9.7–22.7,13,12.6,23.8,25.4,41.8
1501+,Moscow Polytechnic University,Russian Federation,9.7–22.7,17,10.3,11,19,32.3
1501+,Moscow State University of Civil Engineering,Russian Federation,9.7–22.7,20.3,11.6,25.3,39.6,25
1501+,University of Mosul,Iraq,9.7–22.7,14.8,9.9,16.3,28.8,20.1
1501+,Moulay Ismail University,Morocco,9.7–22.7,9.6,9.1,40.9,16.5,25.9
1501+,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,9.7–22.7,16.8,7.6,6.6,17.2,45.4
1501+,Muroran Institute of Technology,Japan,9.7–22.7,21.7,10.6,22.9,33.5,40
1501+,Mustansiriyah University,Iraq,9.7–22.7,25.3,8.4,16,19.1,32.5
1501+,University of Mysore,India,9.7–22.7,28.2,9,23.2,22.3,42.3
1501+,Universidad Nacional del Litoral,Argentina,9.7–22.7,12,9.4,16.9,24.1,29.2
1501+,Nara Women’s University,Japan,9.7–22.7,24.3,8.7,17.3,22.4,41.4
1501+,Naresuan University,Thailand,9.7–22.7,15.8,10.5,14.8,28.3,33.1
1501+,National Aviation University,Ukraine,9.7–22.7,22.2,8.7,35.2,16.4,23.8
1501+,National Chiayi University,Taiwan,9.7–22.7,14.4,14.1,21,56.7,21.8
1501+,National Chi Nan University,Taiwan,9.7–22.7,20,18.4,13.3,72.1,32.1
1501+,National University of Córdoba,Argentina,9.7–22.7,18,10.3,20,19.4,37.1
1501+,National University of Costa Rica,Costa Rica,9.7–22.7,21,10,11.8,21.9,45
1501+,National Formosa University,Taiwan,9.7–22.7,14.1,11.7,8.4,38.7,18.5
1501+,National Ilan University,Taiwan,9.7–22.7,13.9,14.6,23.1,37.1,32.3
1501+,National University of Kaohsiung,Taiwan,9.7–22.7,13.3,16,12.1,28.9,30.4
1501+,National University of Life and Environmental Sciences of Ukraine,Ukraine,9.7–22.7,20.3,8.9,30.1,25.3,25.7
1501+,National University of Medical Sciences (NUMS),Pakistan,9.7–22.7,23.1,9.5,9.2,16.2,28.4
1501+,National Research Saratov State University,Russian Federation,9.7–22.7,26.8,16.1,17.6,39.1,38
1501+,National University of San Martín,Argentina,9.7–22.7,19.2,10.7,26.9,24.6,45.4
1501+,National Taichung University of Science and Technology,Taiwan,9.7–22.7,18.2,11.5,27.5,24.1,20.6
1501+,National Taipei University,Taiwan,9.7–22.7,20.6,15.1,22.4,23.3,30.5
1501+,National United University,Taiwan,9.7–22.7,13.5,11.7,15.7,41.8,20.5
1501+,NED University of Engineering and Technology,Pakistan,9.7–22.7,12.7,13.1,19.8,26.3,49.9
1501+,Universitas Negeri Surabaya,Indonesia,9.7–22.7,13.5,9,27.2,15.6,35
1501+,Nizhny Novgorod State Technical University,Russian Federation,9.7–22.7,17.6,9.7,10.7,39.6,23.6
1501+,Nnamdi Azikiwe University,Nigeria,9.7–22.7,18.3,8.7,23.8,16,32.3
1501+,North-Caucasus Federal University,Russian Federation,9.7–22.7,27.8,9,9.1,17.4,33.3
1501+,"University of the North, Colombia",Colombia,9.7–22.7,18.3,13,26,24,52.8
1501+,North-Eastern Federal University,Russian Federation,9.7–22.7,24.7,10.1,11.2,17.5,26.5
1501+,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,9.7–22.7,20.3,11.1,7.7,19.7,31.9
1501+,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,9.7–22.7,26,9.8,7.7,17.1,29.7
1501+,Nosov Magnitogorsk State Technical University,Russian Federation,9.7–22.7,18,9.8,10,17.7,21
1501+,Universidade Nove de Julho (Uninove),Brazil,9.7–22.7,17.9,8.1,9.6,17.5,26.9
1501+,University of Novi Sad,Serbia,9.7–22.7,19,11.7,29.1,36.4,33.6
1501+,Novosibirsk State Technical University,Russian Federation,9.7–22.7,20.2,12.4,12.8,23.2,36.1
1501+,Nueva Granada Military University,Colombia,9.7–22.7,21.5,8,5.3,15.7,27.7
1501+,Obafemi Awolowo University,Nigeria,9.7–22.7,15.3,12.3,32,19,37.9
1501+,Ogarev Mordovia State University,Russian Federation,9.7–22.7,20.2,9.2,5.8,17.2,37.2
1501+,Oita University,Japan,9.7–22.7,25.8,11,20,35.3,22.9
1501+,Ni?de Ömer Halisdemir University,Turkey,9.7–22.7,13.5,9.4,24.5,19.2,27.7
1501+,Omsk State Technical University,Russian Federation,9.7–22.7,18.4,8.4,7.3,20,31.1
1501+,Ondokuz Mayis University,Turkey,9.7–22.7,19,11.4,22.2,26.8,36.1
1501+,Oran 1 University,Algeria,9.7–22.7,30.7,9,13.2,17.8,39.7
1501+,Ordu University,Turkey,9.7–22.7,14,10.3,19.6,16.7,17.9
1501+,Osaka Institute of Technology,Japan,9.7–22.7,14.8,15.3,20.6,37.3,26.2
1501+,Osaka Medical and Pharmaceutical University,Japan,9.7–22.7,27.7,12.6,23.7,44.4,18.7
1501+,University of Ostrava,Czech Republic,9.7–22.7,19.5,16.3,23.2,18.2,46.2
1501+,Ovidius University of Constan?a,Romania,9.7–22.7,19.4,9.2,9.6,15.9,27
1501+,Universitas Padjadjaran,Indonesia,9.7–22.7,28.5,12.2,19.2,23.6,34.3
1501+,Pamukkale University,Turkey,9.7–22.7,15.2,9.5,16.7,18.5,20.4
1501+,Universidad Panamericana (UP),Mexico,9.7–22.7,23.9,9.1,12,16,43.9
1501+,University of Pannonia,Hungary,9.7–22.7,22.2,15.6,21.5,45.5,37.9
1501+,University of Pardubice,Czech Republic,9.7–22.7,21.1,17.7,17.7,30,39.8
1501+,Pavlov First Saint Petersburg State Medical University,Russian Federation,9.7–22.7,29.4,10.7,12.5,25.3,34.4
1501+,Payame Noor University,Iran,9.7–22.7,12.9,9.1,26.1,19.6,21.3
1501+,Pedagogical and Technological University of Colombia,Colombia,9.7–22.7,19.3,7.7,5.2,16,35.5
1501+,University of the Peloponnese,Greece,9.7–22.7,16.1,12.6,28.9,29,27.8
1501+,Universitas Pendidikan Indonesia,Indonesia,9.7–22.7,19.8,12.1,33,16.3,23.9
1501+,Penza State University,Russian Federation,9.7–22.7,14.3,8.7,7.8,16.3,32.8
1501+,Perm National Research Polytechnic University,Russian Federation,9.7–22.7,23.7,13.4,9.9,50,28.4
1501+,Perm State University,Russian Federation,9.7–22.7,21.2,12.5,8.2,24.6,23.7
1501+,University of Pernambuco,Brazil,9.7–22.7,16,10.3,15.2,18.3,26.4
